Zone,Sector,Scenario,Lever,CO2_2015,CO2_2040,CO2_2050,Contrib_2015_2040_abs,Contrib_2040_2050_abs,Contrib_2015_2050_abs,Contrib_2015_2040_pct,Contrib_2040_2050_pct,Contrib_2015_2050_pct
EU,Buildings - Residential,World Sufficiency Lab - Consumption or Production per capita at 2015 Levels,Population,,,,-1.2182541275930163,-0.2878149342322896,-1.506069061825306,0.2407990072121724,0.2859142477085199,0.24828601304707454
EU,Buildings - Residential,World Sufficiency Lab - Consumption or Production per capita at 2015 Levels,Sufficiency,,,,0.0,0.0,0.0,-0.0,-0.0,-0.0
EU,Buildings - Residential,World Sufficiency Lab - Consumption or Production per capita at 2015 Levels,Energy Efficiency,,,,-155.0550243227146,-4.346940600844345,-159.40196492355895,30.648035639278515,4.31823405911575,26.278528220195767
EU,Buildings - Residential,World Sufficiency Lab - Consumption or Production per capita at 2015 Levels,Supply Side Decarbonation,,,,-349.64829560318935,-96.03001949415078,-445.67831509734015,69.11116535350932,95.39585169317573,73.47318576675715
EU,Buildings - Residential,World Sufficiency Lab - Consumption or Production per capita at 2015 Levels,Total,598.0324185250304,92.1108444715334,-8.553930557693993,-505.92157405349695,-100.66477502922741,-606.5863490827244,100.0,100.0,100.0
EU,Buildings - Services,World Sufficiency Lab - Consumption or Production per capita at 2015 Levels,Population,,,,-0.8582839421243166,-0.2250510091757002,-1.0833349513000168,0.22351331379953282,0.3364746053263407,0.24027028943518894
EU,Buildings - Services,World Sufficiency Lab - Consumption or Production per capita at 2015 Levels,Sufficiency,,,,0.0,0.0,0.0,-0.0,-0.0,-0.0
EU,Buildings - Services,World Sufficiency Lab - Consumption or Production per capita at 2015 Levels,Energy Efficiency,,,,-80.50965297361076,-2.026567517613518,-82.53622049122427,20.96623092404973,3.0299286732983783,18.305512586403268
EU,Buildings - Services,World Sufficiency Lab - Consumption or Production per capita at 2015 Levels,Supply Side Decarbonation,,,,-302.62884946545745,-64.63337237985803,-367.26222184531554,78.81025576215073,96.63359672137528,81.45421712416154
EU,Buildings - Services,World Sufficiency Lab - Consumption or Production per capita at 2015 Levels,Total,443.0446894568396,59.047903075647056,-7.83708783100021,-383.9967863811925,-66.88499090664725,-450.88177728783984,100.0,100.0,100.0
EU,Transport - Passenger cars,World Sufficiency Lab - Consumption or Production per capita at 2015 Levels,Population,,,,-1.1208821557837223,-0.148835597449794,-1.2697177532335169,0.26761161354575297,0.15787846495123148,0.2474509984051293
EU,Transport - Passenger cars,World Sufficiency Lab - Consumption or Production per capita at 2015 Levels,Sufficiency,,,,0.0,0.0,0.0,-0.0,-0.0,-0.0
EU,Transport - Passenger cars,World Sufficiency Lab - Consumption or Production per capita at 2015 Levels,Energy Efficiency,,,,-248.07424860052438,-10.205832264605029,-258.2800808651294,59.22794791992948,10.825912342839342,50.33533138799836
EU,Transport - Passenger cars,World Sufficiency Lab - Consumption or Production per capita at 2015 Levels,Supply Side Decarbonation,,,,-169.65147344462935,-83.91759244638507,-253.56906589101442,40.50444046652477,89.01620919220943,49.417217613596506
EU,Transport - Passenger cars,World Sufficiency Lab - Consumption or Production per capita at 2015 Levels,Total,514.410388695457,95.56378449451948,1.2915241860795634,-418.84660420093746,-94.2722603084399,-513.1188645093773,100.0,100.0,100.0
